pair,signal_time,direction,close_price,fvg_4h_zone_active,ob_4h_zone_active,liq_sweep_1h,liq_sweep_qualified,bos_1h,choch_1h,msb_15m_confirmed,mtf_confluence,atr_ratio,bb_width,close_vs_ema20_4h,close_vs_ema50_4h,high_low_range_15m,trend_direction,momentum_long,momentum_short,macd_histogram,macd_signal_cross,rsi_14,rsi_zone,stoch_k,stoch_d,momentum_3bar,ob_4h_distance_pips,fvg_4h_fill_ratio,liq_sweep_strength,fvg_4h_size_pips,ob_4h_size_pips,sweep_depth_atr_ratio,prior_candle_body_ratio,consecutive_same_dir,sweep_pending_bars,open_positions_count,max_dd_24h,calendar_risk_score,sentiment_score,future_close_price,future_return_pips,session_type,day_of_week,label
GBPJPY,2025-05-01 07:00:00+00:00,long,192.163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0100234240962245,0.7464257216401285,1.019119755634235,0.2270000000000038,1.0,0.0,0.0,0.0860962800429239,0.0,87.55842077655085,0.0,97.29501267962956,97.40692985946652,0.2122488996433022,1.467000000000013,0.0,0.0,0.0,35.300000000000864,0.0,0.8846153846153794,5.0,0.0,0.0,0.0,0.0,0.0,192.2,3.6999999999977717,1,3,2
GBPJPY,2025-05-01 07:15:00+00:00,long,192.108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.002968006157302,0.7175905482993142,0.9902065330754668,0.1419999999999959,1.0,0.0,0.0,0.0767446456277529,0.0,83.67452969365172,0.0,91.86915887850564,96.14367790940794,0.075014065137216,1.412000000000006,0.0,0.0,0.0,35.300000000000864,0.0,0.0748898678415155,1.0,0.0,0.0,0.0,0.0,0.0,192.172,6.399999999999295,1,3,2
GBPJPY,2025-05-01 07:30:00+00:00,long,192.094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9726719141056636,0.7102506859943754,0.9828468036968668,0.2599999999999909,1.0,0.0,0.0,0.0632496869323953,0.0,82.66930433708399,0.0,90.06882989183879,93.07766714999134,-0.028103337011055,1.397999999999996,0.0,0.0,0.0,35.300000000000864,0.0,0.4225352112676338,2.0,0.0,0.0,0.0,0.0,0.0,192.26,16.59999999999968,1,3,1
GBPJPY,2025-05-01 07:45:00+00:00,long,192.097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.90401172585673,0.7118235136311544,0.9844238885637162,0.1400000000000147,1.0,0.0,0.0,0.0488059423361967,0.0,82.71721825702632,0.0,89.88648090815424,90.60815655949956,-0.0343458418113801,1.4010000000000105,0.0,0.0,0.0,35.300000000000864,0.0,0.0576923076923665,1.0,0.0,0.0,0.0,0.0,0.0,192.302,20.49999999999841,1,3,1
GBPJPY,2025-05-01 08:00:00+00:00,long,192.226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8801896386264777,0.7794551020123237,1.0522385378379049,0.2450000000000045,1.0,0.0,0.0,0.0424544691033321,0.0,84.67874080881029,0.0,98.79999999999995,92.918436933331,0.0614237824556994,1.5300000000000011,0.0,0.0,0.0,35.300000000000864,0.0,0.0071428571428904,2.0,0.0,0.0,0.0,0.0,0.0,192.258,3.2000000000010687,1,3,1
GBPJPY,2025-05-01 08:15:00+00:00,long,192.184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.847070318277139,0.7574355150975219,1.03015934970212,0.1440000000000054,1.0,0.0,0.0,0.030498446674243,0.0,81.43795173685115,0.0,88.31417624520951,92.33355238445456,0.0468520620113087,1.4879999999999995,0.0,0.0,0.0,35.300000000000864,0.0,0.5306122448979308,1.0,0.0,0.0,0.0,0.0,0.0,192.265,8.099999999998886,1,3,1
GBPJPY,2025-05-01 08:30:00+00:00,long,192.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8275051392010574,0.7658239291602986,1.0385704689919375,0.1139999999999759,1.0,0.0,0.0,0.0192882682115161,0.0,81.72489213655894,0.0,89.30373360241963,92.13930328254304,0.0536187446966793,1.503999999999991,0.0,0.0,0.0,35.300000000000864,0.0,0.2916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,192.379,17.900000000000205,1,3,1
GBPJPY,2025-05-01 08:45:00+00:00,long,192.172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7993742141229365,0.6791208348986568,0.9833051831646968,0.1560000000000059,1.0,0.0,0.0,0.0062812873035948,0.0,79.4113826164718,0.0,86.15702479338718,87.9249782136721,-0.028091933453332,1.475999999999999,0.0,0.0,56.60000000000025,35.300000000000864,0.0,0.0877192982455528,1.0,0.0,0.0,0.0,0.0,0.0,192.43,25.800000000000978,1,3,0
GBPJPY,2025-05-01 09:00:00+00:00,long,192.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7798587436755672,0.7252241310784877,1.029547772387465,0.2059999999999888,1.0,0.0,0.0,0.0002184855435993,0.0,81.21156635541834,0.0,95.24793388429546,90.23623076003412,0.03954543562419,1.563999999999993,0.0,0.0,56.60000000000025,35.300000000000864,0.0,0.1923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,192.367,10.699999999999932,1,3,1
GBPJPY,2025-05-01 09:15:00+00:00,long,192.302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7516785992110279,0.7472279769825002,1.0516180990619708,0.0949999999999988,1.0,0.0,1.0,-0.0041101276793817,-1.0,82.01961933359325,0.0,96.74027339642416,92.7150773580356,0.0530697190426659,1.6059999999999943,0.0,0.0,56.60000000000025,35.300000000000864,0.0,0.4223300970873485,2.0,0.0,0.0,0.0,0.0,0.0,192.438,13.599999999999568,1,3,1
