pair,signal_time,direction,close_price,fvg_4h_zone_active,ob_4h_zone_active,liq_sweep_1h,liq_sweep_qualified,bos_1h,choch_1h,msb_15m_confirmed,mtf_confluence,atr_ratio,bb_width,close_vs_ema20_4h,close_vs_ema50_4h,high_low_range_15m,trend_direction,momentum_long,momentum_short,macd_histogram,macd_signal_cross,rsi_14,rsi_zone,stoch_k,stoch_d,momentum_3bar,ob_4h_distance_pips,fvg_4h_fill_ratio,liq_sweep_strength,fvg_4h_size_pips,ob_4h_size_pips,sweep_depth_atr_ratio,prior_candle_body_ratio,consecutive_same_dir,sweep_pending_bars,open_positions_count,max_dd_24h,calendar_risk_score,sentiment_score,risk_appetite_score,usd_macro_score,jpy_macro_score,oil_shock_score,geopolitical_risk_score,session_type,day_of_week,future_close_price,future_return_pips,label
USDJPY,2025-09-25 15:30:00+00:00,long,149.797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4963595099105855,0.8976596445975316,1.0109788762385876,1.2806549841350725,0.0949999999999988,1.0,1.0,0.0,0.0557280959831556,0.0,86.54236320339352,0.0,95.29750479846386,97.54422260663377,0.1075944291480669,0.0,0.0,0.0802340447590516,30.19999999999925,0.0,0.0,0.8269230769230926,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,149.81,1.300000000000523,1
USDJPY,2025-09-25 15:45:00+00:00,long,149.788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4404835598657928,0.9103115433587632,1.0049100042993313,1.2745699097019676,0.0649999999999977,1.0,1.0,0.0,0.04969237963611,0.0,85.54791411866273,0.0,94.25742574257492,96.37825415793765,0.0808461451088144,0.0,0.0,0.0802340447590516,30.19999999999925,0.0,0.0,0.4736842105261898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,149.772,-1.6000000000019554,1
USDJPY,2025-09-25 16:00:00+00:00,long,149.748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4307428765175614,0.9133560136497696,0.9779372401248044,1.2475251344436682,0.1100000000000136,1.0,1.0,0.0,0.0389483887045433,0.0,81.08813568596304,0.0,85.95988538681775,91.83827197595215,-0.0026710828570029,0.0,0.0,0.0802340447590516,30.19999999999925,0.0,0.0,0.1538461538460193,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.788,4.000000000002046,1
USDJPY,2025-09-25 16:15:00+00:00,long,149.748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4448735381208262,0.8961340378953226,0.9779372401248044,1.2475251344436682,0.1359999999999956,1.0,1.0,0.0,0.0282804955324789,0.0,81.08813568596304,0.0,83.33333333333267,87.85021482090843,-0.0327109354660017,0.0,0.0,0.0802340447590516,30.19999999999925,0.0,0.0,0.3636363636365046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.778,3.0000000000001137,1
USDJPY,2025-09-25 16:30:00+00:00,long,149.786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3937766603469242,0.864939815798863,1.003561366090599,1.2732176709390468,0.068000000000012,1.0,1.0,0.0,0.0205801418049598,0.0,82.11538626577284,0.0,88.61111111111198,85.96810994375413,-0.0013352204449018,0.0,0.0,0.0802340447590516,30.19999999999925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.786,0.0,1
USDJPY,2025-09-25 16:45:00+00:00,long,149.818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3347578178689556,0.8164302944364034,0.92660257294156,1.2434435200485974,0.0550000000000068,1.0,1.0,0.0,0.0147136372880966,0.0,82.95501950944899,0.0,93.05555555555792,88.33333333333417,0.0467451986003296,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.573529411764417,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.799,-1.9000000000005457,1
USDJPY,2025-09-25 17:00:00+00:00,long,149.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2971950037567026,0.73435080367903,0.9077400539382068,1.2245217855536543,0.0730000000000075,1.0,1.0,0.0,0.0064414906049366,0.0,79.44066423155468,0.0,87.08609271523098,89.58425312730027,0.0280471191601901,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.5818181818183039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.714,-7.599999999999341,1
USDJPY,2025-09-25 17:15:00+00:00,long,149.886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2980865191504976,0.6338796239203092,0.9724115476639458,1.2893963038219869,0.1119999999999947,1.0,1.0,0.0,0.0049938824684842,0.0,82.22161436434936,0.0,99.2700729927024,93.13724042116375,0.0667619136634894,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.3835616438358511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.726,-15.999999999999659,2
USDJPY,2025-09-25 17:30:00+00:00,long,149.86,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2540173125460767,0.6117141221179455,0.9548963514465708,1.2718261217909927,0.0629999999999881,1.0,1.0,0.0,0.0001025118363496,0.0,79.10091157826494,0.0,88.56624319419427,91.64080296737586,0.0280340146043877,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.8392857142857006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.729,-13.100000000000023,1
USDJPY,2025-09-25 17:45:00+00:00,long,149.806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2672282812127296,0.5808452913666274,0.9185186362258426,1.235334205265056,0.1239999999999952,1.0,1.0,1.0,-0.0084780569123123,-1.0,72.91126124882197,0.0,75.4716981132098,87.76933810003548,0.01068162093599,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.412698412698205,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.676,-13.000000000002387,1
USDJPY,2025-09-25 18:00:00+00:00,long,149.912,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.3444005435672417,0.5433831441342015,0.9899267438813396,1.306966485853,0.1990000000000122,1.0,1.0,0.0,-0.0086909865587379,0.0,76.75619331113785,0.0,95.5223880597015,86.52010978903517,0.0173465166860216,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.4354838709677752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.503,-40.900000000002024,2
USDJPY,2025-09-25 18:15:00+00:00,long,149.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2861835031319608,0.4674532294261542,0.9683695793060868,1.285341646430216,0.0539999999999736,1.0,1.0,0.0,-0.0124351090905446,0.0,73.3704810326923,0.0,83.66013071895115,84.88473896395413,0.013345789403431,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.5376884422110186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.552,-32.800000000000296,2
USDJPY,2025-09-25 18:30:00+00:00,long,149.867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2493176848212728,0.3970618033053403,0.95961198119739,1.2765565554147094,0.072999999999979,1.0,1.0,0.0,-0.016955364080853,0.0,71.98137682353672,0.0,77.33812949639854,85.50688275835039,0.0407193303338842,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.6111111111116959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.44,-42.69999999999925,1
USDJPY,2025-09-25 18:45:00+00:00,long,149.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2253043143041562,0.3615900141197207,0.9751061932358452,1.2920994087498276,0.0849999999999795,1.0,1.0,0.0,-0.0193890440220991,0.0,72.9569032742119,0.0,81.98198198197345,80.99341406577436,-0.0146752761620282,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.2054794520550558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.518,-37.19999999999857,2
USDJPY,2025-09-25 19:00:00+00:00,long,149.794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2206903847381572,0.31262795261094,0.9104346995101252,1.2272248904815142,0.1059999999999945,1.0,1.0,0.0,-0.0279374320632605,0.0,63.08410456817032,0.0,38.73873873874301,66.01961673903831,-0.057379236722701,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.3058823529410387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.522,-27.200000000001978,1
USDJPY,2025-09-25 19:15:00+00:00,long,149.784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1810169772377903,0.2413629557120186,0.903698085580348,1.2204671281618835,0.0649999999999977,1.0,1.0,0.0,-0.0343182859060612,0.0,62.14077380394583,0.0,34.234234234229966,51.651651651648784,-0.0553824390959973,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.9056603773583034,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.592,-19.199999999997885,1
USDJPY,2025-09-25 19:30:00+00:00,long,149.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1300748063447137,0.1850062032598524,0.9212132817977422,1.2380373101928963,0.0480000000000018,1.0,1.0,0.0,-0.0366304221902232,0.0,63.66223304290375,0.0,40.298507462682345,37.757160145218414,-0.0533724731469638,0.0,0.0,0.0802340447590516,28.39999999999918,0.0,0.0,0.1538461538464565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,149.526,-28.39999999999918,1
